rank,word,reading,vid,sid,part_of_speech,meanings
19243,お見知りおき,おみしりおき,2211790,2795463967,exp,pleased to make your acquaintance
19244,淫乱,いんらん,1170100,178788431,adj-na; adj-no,debauched; lewd; lascivious; lecherous; salacious; wild
19245,心根,こころね,1793530,2163254959,n,innermost feelings; heart; motive; nature; disposition; spirit
19246,横薙ぎ,よこなぎ,2779820,1200552654,n,sweeping sideways; mowing down
19247,起因,きいん,1223720,3967389521,n; vs,cause; origin
19248,指の腹,ゆびのはら,2803940,2613847392,exp; n,ball of a finger; finger cushion; pulp of the finger; pad of the finger
19249,口を付ける,くちをつける,1592220,1336617661,exp; v1,to taste; to try (food or drink)
19250,真白,まっしろ,1580620,3652732630,adj-na; adj-no; n,"pure white; blank (e.g. mind, paper)"
19251,バランスを取る,バランスをとる,2267260,2360269048,exp; v5; v5r,to keep balance
19252,惨殺,ざんさつ,1303320,1947903108,n; vs,slaughter; massacre
19253,材木,ざいもく,1296660,633235330,n,wood (for building); lumber; timber
19254,羽虫,はむし,1816050,1793009869,n,biting louse (any louse of order Mallophaga); small winged insect (esp. a flying ant or termite)
19255,優先的,ゆうせんてき,1539450,1621930259,adj-na,preferential
19256,家の外,いえのそと,1857720,811353875,n,outside the house
19257,地,ち,1420730,1715998700,n; suf,"earth; ground; land; soil; place; territory; bottom (of a package, book, etc.); earth (one of the five elements)"
19258,始めから,はじめから,1307510,64583541,exp,from the beginning
19259,廃屋,はいおく,1625680,2354795113,n,dilapidated house; deserted house
19260,沸き上がる,わきあがる,1501680,229439702,vi; v5; v5r,to boil up; to come to the boil; to seethe; to arise; to break out; to get excited; to be in uproar
19261,城主,じょうしゅ,1355750,3123463234,n,lord of a castle
19262,ウエスト,ウエスト,1026070,2964434375,n,waist; waistline; waist measurement
19263,ガン,ガン,1040560,1751785315,n,gun
19264,照れ笑い,てれわらい,2532160,3888318383,n,embarrassed smile; embarrassed laugh; bashful smile
19265,正妻,せいさい,1377160,3322120435,n,legal wife; lawful wife; first wife (in polygamous relationship)
19266,神楽,かぐら,1364480,3935075083,n,ancient Shinto music and dancing
19267,完食,かんしょく,2140830,1174190843,n; vs,"eating everything (on one's plate, etc.)"
19268,壁紙,かべがみ,1509330,3301800918,n,wallpaper; wallpaper; background image; desktop image
19269,逃げ延びる,にげのびる,1450340,2325614264,vi; v1,to make good one's escape; to escape to a safe place; to make one's getaway; to effect one's escape
19270,ユニーク,ユニーク,1137120,538932182,adj-na,unique; individual; original; unusual
19271,形式的,けいしきてき,1250320,1771070154,adj-na,formal
19272,イヤリング,イヤリング,1021910,140886768,n,earring
19273,司会者,しかいしゃ,1306650,1881623654,n,"chairman; moderator; toastmaster; master of ceremonies; chairperson; host (of a TV show, etc.)"
19274,後任,こうにん,1269990,1995776720,adj-no; n,successor
19275,シルバー,シルバー,1063200,331955748,adj-na; n,silver; senior citizen; pensioner
19276,中島,なかじま,1425070,3615875922,n,island in a pond or river
19277,先人,せんじん,1387960,325706163,n,predecessor; pioneer; ancestor
19278,出来上がり,できあがり,1340600,2477871218,n,completion; finish; workmanship; result; outcome
19279,手に落ちる,てにおちる,1904380,2986593998,exp; v1,to fall into (someone's) hands; to fall under someone's control; to become someone's property (e.g. of an object)
19280,船室,せんしつ,1392000,2007455025,n,stateroom; cabin
19281,名作,めいさく,1531500,3593919888,n,masterpiece
19282,生まれ変わり,うまれかわり,1378700,3618972857,n,rebirth; reincarnation
19283,火柱,ひばしら,1194150,2073659152,n,pillar of fire; blazing column
19284,菌,きん,1956120,2781059660,n,fungus; germ; bacterium; bacillus
19285,風呂敷,ふろしき,1500150,1237415272,n,wrapping cloth; cloth wrapper
19286,スピーチ,スピーチ,1072260,3095033808,n,speech
19287,殺生,せっしょう,1299160,33112547,n; vs; adj-na,killing; destruction of life; cruel; heartless; callous; brutal
19288,謀る,はかる,1600660,2502249895,vt; v5; v5r,to plan; to attempt; to devise; to plot; to conspire; to scheme; to deceive; to trick; to take in
19289,胡乱,うろん,1267590,110752643,adj-na; n,suspicious-looking; fishy
19290,文句なし,もんくなし,2012290,983807382,adj-no,undisputed; entirely; perfect
19291,担ぎ上げる,かつぎあげる,1418130,810935205,vt; v1,to carry up; to bring up; to lift up; to elevate (someone) to a high position; to convince someone to accept a post (esp. through flattery)
19292,早とちり,はやとちり,1400160,2155678307,n; vs,jumping to a wrong conclusion
19293,テレパシー,テレパシー,1080500,3854492836,n,telepathy
19294,精製,せいせい,1380070,916013282,adj-no; n; vs,refining; purification
19295,流血,りゅうけつ,1552290,4195309140,adj-no; n; vs,bloodshed
19296,意趣返し,いしゅがえし,1759960,4238478171,n; vs,revenge
19297,一口食べる,ひとくちたべる,1904090,3844144362,exp; v1,to eat a mouthful; to take a bite
19298,谷底,たにぞこ,1416760,2176485812,n,valley floor; bottom of a gorge; bottom of a ravine
19299,至上,しじょう,1311950,1782036421,adj-no; n,supremacy
19300,憐憫,れんびん,1608740,1709931308,n,pity; compassion; mercy
19301,照合,しょうごう,1350920,582524957,n; vs,collation; comparison
19302,無礼者,ぶれいもの,1947440,1892651337,n,insolent fellow; rude fellow
19303,水差し,みずさし,1657100,2168735214,n,pitcher; water jug; watering can; container of fresh water for replenishing the kettle and rinsing bowls (tea ceremony)
19304,織る,おる,1357420,3546857839,vt; v5; v5r,to weave
19305,精査,せいさ,1379910,4058488098,n; vs,close investigation; careful examination; scrutiny
19306,直系,ちょっけい,1430880,3357909056,adj-no; n,direct descent; direct line
19307,馬鹿正直,ばかしょうじき,1471730,456604077,adj-na,honest to a fault; foolishly honest; naively honest
19308,ナプキン,ナプキン,1090630,147114449,n,(table) napkin; serviette; sanitary napkin; sanitary pad
19309,折り,おり,1385780,4215132548,adv; n; suf; ctr,"opportunity; chance; occasion; time; folding; fold; pleat; crease; small food box (wooden or cardboard); folding in ... (two, three, etc.); counter for folded items; counter for items (esp. food) packed in an oribako"
19310,硬化,こうか,1280520,351137420,n; vs,"hardening; vulcanization; vulcanisation; sclerosis; curing; hardening (of attitude, stance, etc.); stiffening; toughening; upturn (in the market); firming up"
19311,安息,あんそく,1154050,1849764497,n; vs,rest; repose
19312,アーティスト,アーティスト,1013560,3043524688,n,artist; musician
19313,戦闘不能,せんとうふのう,2841732,1764664104,exp,unable to fight (esp. in video games); unconscious; knocked out; dead
19314,クラゲ,クラゲ,1592420,1992847727,n,jellyfish; medusa
19315,報じる,ほうじる,1515650,904040021,vt; v1,to inform; to report
19316,肉汁,にくじゅう,1463610,3123433538,n,meat soup; bouillon; juices (from grilled meat); gravy
19317,何が何だか,なにがなんだか,1188310,605927034,exp,what's what; heads or tails
19318,しつける,しつける,1305350,3281859453,vt; v1,to be used to; to get accustomed to; to be in the habit of doing; to train; to discipline; to teach manners; to tack (in needlework); to baste; to plant (esp. rice seedlings)
19319,もたげる,もたげる,1567780,23956227,vt; v1,to raise (one's head)
19320,外人,がいじん,1203850,814984098,n,foreigner (esp. one of European ancestry); gaijin; outsider
19321,無秩序,むちつじょ,1530660,3923476154,adj-na; n,disorder; chaos; confusion
19322,野生動物,やせいどうぶつ,1537480,1293913009,n,wild animal
19323,踏み込み,,,,,
19324,盗人,ぬすびと,1448390,377901176,n,thief; robber
19325,手始めに,てはじめに,1327820,86223247,adv,at first; at the outset; to begin with; as a first step
19326,乞食,こじき,1271620,40081733,n; vs,beggar; begging
19327,プロローグ,プロローグ,1118040,3431279719,n,prologue; prolog; Prolog (Programming in Logic)
19328,愚者,ぐしゃ,1828710,4013471590,n,fool; nitwit; The Fool (Tarot card)
19329,途上,とじょう,1444870,503287418,adv; n,"on the way; en route; in the process of (development, construction, etc.); in the middle of"
19330,突っ張る,つっぱる,1610410,4173172918,vi; v5; v5r; vt,to cramp up; to tighten; to stiffen; to be insistent; to persist (in one's opinion); to stick to one's guns; to act tough; to bluff; to be defiant; to be unruly; to prop up (e.g. with a post); to support; to push out (one's legs or arms); to stretch (e.g. an arm against the wall); to press; to thrust (one's opponent)
19331,体育会系,たいいくかいけい,2137400,4070601784,adj-no,sports-minded; sports-oriented
19332,すくめる,すくめる,1570230,3581356103,vt; v1,to shrug (shoulders); to duck (head); to draw back (body)
19333,譚,たん,2841763,2787386300,n; suf,story; tale
19334,呷る,あおる,1630010,4024692130,vt; v5; v5r,to gulp down (a drink); to slurp
19335,余命,よめい,1544570,958471766,n,remainder of one's life; one's remaining days; time left (to live)
19336,高圧的,こうあつてき,1808790,1793526834,adj-na,high-handed; oppressive
19337,空き部屋,あきべや,1245350,1670416999,n,available room (hotel); vacancy; room to let
19338,於て,おいて,1178920,2429893983,conj,at; in; on
19339,ごほん,ごほん,2579880,909470082,int,cough; ahem
19340,デレデレ,デレデレ,1008480,1767711405,adv; vs,idling; lazing; slovenly; flirting; philandering; womanizing; being lovestruck; fawning; mooning
19341,笑い事,わらいごと,1351290,3883768638,n,laughing matter
19342,ずいっ,ずいっ,2520830,1258645992,adv,straightforwardly; readily; without hesitation
19343,老舗,しにせ,1585290,2814246513,n,long-established shop; shop of long standing; old shop
19344,しがない,しがない,2008310,1089089172,adj-i,worthless; insignificant; unimportant; trivial; poor; miserable; wretched; humble
19345,ご足労,ごそくろう,1694250,59951655,n,"inviting another to one's home, office, etc.; the trouble of coming (going)"
19346,水しぶき,みずしぶき,2011650,1341155119,n,splash (of water); spray
19347,這いつくばう,はいつくばう,2057290,1921729390,vi; v5; v5u,to grovel; to go down on one's hands and knees
19348,誘いに乗る,さそいにのる,2838274,219699714,exp; v5; v5r,to be lured; to be tempted; to go along with somebody's suggestion; to be talked into doing
19349,玉砕,ぎょくさい,1240580,1148351811,adj-no; n; vs,honourable defeat; honorable defeat; honourable death; honorable death; death without surrender; trying but being utterly beaten; being completely rejected when professing one's love
19350,旅先,たびさき,1553220,2938216301,n,destination; place one stays during a trip
19351,強いて言えば,しいていえば,1236090,3675643233,exp,if I'm forced to say something; if anything; if I must say; if I must choose
19352,正面玄関,しょうめんげんかん,2212140,1627974937,n,front entrance; front door
19353,パー,パー,1100380,1207392584,n,par (in golf); equivalence; face value; parity; par
19354,頸,くび,1592270,2643968540,n,neck; head; dismissal; discharge; firing (from a job)
19355,モブ,モブ,2274640,861773869,n,"mob; crowd of people; background character (in a manga, anime, etc.); mob (in a video game); non-player character; NPC"
19356,商い,あきない,1346580,2580818893,n,trade; business; trading; dealing; turnover; sales; takings
19357,背徳,はいとく,1472830,4123126928,n,corruption; immorality; lapse from virtue; fall from virtue
19358,搾る,しぼる,1594520,524575195,vt; v5; v5r,"to wring (towel, rag); to squeeze; to squeeze (fruit to extract juice); to press; to extract; to milk; to express milk; to rack (one's brains); to strain (one's voice); to extort; to exploit; to chew out; to reprimand severely; to rake over the coals; to give a sound scolding; to tell someone off; to scold; to rebuke; to drill into; to train; to narrow down (one's focus); to whittle down; to gather up (curtain, etc.); to tighten (drawstring); to stop down (lens); to turn down (e.g. radio); to bend (bow); to draw; to hold down; to constrict; to immobilize"
19359,漫才,まんざい,1604310,2637492152,n,"manzai; comic dialogue; two-person comedy act (usu. presented as a fast-paced dialogue, occ. presented as a skit)"
19360,敵同士,かたきどうし,1227450,2838111959,n,mutual enemies
19361,勇士,ゆうし,1539790,1453833307,n,brave warrior; hero; brave man
19362,フライ,フライ,2843891,3756923086,n,fly ball; fly (esp. in fishing bait); flying
19363,訳がある,わけがある,2747840,3400938374,exp; v5; v5r-i,to have a reason; to have an excuse
19364,傍から,そばから,2128130,3593168310,exp,as soon as; right after
19365,匙,さじ,1585630,1712975015,n,spoon
19366,機嫌を直す,きげんをなおす,2184690,2731634373,exp; v5; v5s,to put back in a good mood; to cheer up
19367,つらつら,つらつら,1585450,3204798597,adv,carefully; attentively; profoundly; deeply; at length
19368,鴉,からす,1171450,2646337115,n,crow (Corvus spp.); raven
19369,あれやこれや,あれやこれや,1982120,186838878,exp,this and that; one thing and another
19370,適う,かなう,1208870,948577648,v5; v5u,"to come true (of a wish, prayer, etc.); to be realized; to be fulfilled; to suit (e.g. a purpose); to meet (wishes, ideals, etc.); to conform to (standards, rules, etc.); to be consistent with; to match (implies competition); to rival; to bear (e.g. the heat)"
19371,病み上がり,やみあがり,1490170,3005329034,n,convalescence
19372,でっち上げる,でっちあげる,1847240,2264261848,vt; v1,to fabricate; to invent; to make up (a story); to hoax; to pull a hoax; to cobble up; to put together in a hurry
19373,目が回る,めがまわる,1535090,3162130777,exp; v5; v5r,to be dizzy; to feel faint; to feel giddy
19374,留守中,るすちゅう,1552780,2493325528,n,during absence from home
19375,立ち回り,,,,,
19376,ぷっくり,ぷっくり,2793060,4254223465,adv; vs,puffed up; plump
19377,最深部,さいしんぶ,2632170,1529104243,n,deepest part; deepest portion; depths (of the ocean etc.); innermost
19378,メロメロ,メロメロ,1134180,2885800681,adv; adj-na; n,madly in love; head over heels; fanatically doting; spellbound; collapsed; out of spirits
19379,長袖,ながそで,1430060,4033042980,adj-no; n,long sleeves
19380,高温,こうおん,1283280,2819087344,n,high temperature
19381,折れ曲がる,おれまがる,1385930,3424300031,v5; v5r,to bend; to wind; to twist; to zig-zag
19382,洒落,しゃらく,1568630,354344774,adj-na; n,free and easy; open-hearted; relaxed; not fussy; frank
19383,飛び抜ける,とびぬける,1689890,1140061990,vi; v1,to be preeminent; to be outstanding
19384,当たり障りのない,あたりさわりのない,1856620,1378396280,adj-pn; exp,harmless and inoffensive; bland; tepid
19385,どうもこうも,どうもこうも,2842157,1138952419,exp,this and that; this or that; one thing after another
19386,並木,なみき,1599640,352360773,n,roadside tree; row of trees
19387,よしみ,よしみ,1608940,2999967810,n,friendship; friendly relations; connection; relation; intimacy
19388,家督,かとく,1192400,3014711117,n,heir; successor; family estate; family fortune; inheritance; headship of a family
19389,南下,なんか,1460000,2226134581,n; vs,going south
19390,怖気,おぞけ,2075560,1536092922,n,fear; dread; fright; willies
19391,留年,りゅうねん,1612260,2270675138,n; vs,repeating a year (at school); staying in the same class for another year
19392,服用,ふくよう,1501010,33544903,n; vs,taking medicine; dosing
19393,重度,じゅうど,1659330,4228628111,adj-no; n,"severe (injury, handicap, etc.); serious"
19394,かなりのもの,かなりのもの,2844293,616267264,exp; n,substantial matter; significant item
19395,掃く,はく,1399760,1216887643,vt; v5; v5k,to sweep; to brush; to clean; to gather silkworms
19396,学科,がっか,1206590,3148035264,n,"study subject; course of study; department (university, etc.)"
19397,貸し切り,かしきり,1590230,389719257,adj-no; n,reserving (for exclusive use); (full) booking; chartering; block reservation
19398,ペコペコ,ペコペコ,1011540,3168483401,adj-na; adv; vs,very hungry; starving; famished; fawning; bowing and scraping; being obsequious; being servile; kowtowing; bowing repeatedly; cringing; giving in; being dented
19399,王朝,おうちょう,1181630,1485778058,n,dynasty
19400,シンクロ,シンクロ,1063470,3509492927,n; vs,synchronization; synchronized swimming
19401,視聴者,しちょうしゃ,1312110,1391257183,n,viewer; (television) audience
19402,千代,ちよ,1581030,1464382078,n,thousand years; very long period; forever
19403,持病,じびょう,1315830,186698879,n,chronic disease
19404,欲張り,よくばり,1547390,3691401746,adj-na; n,greed; avarice; covetousness; greedy person
19405,火曜日,かようび,1194290,2071582855,adv; n,Tuesday
19406,砂埃,すなぼこり,1754510,2561702121,n,"cloud of dust (sand, etc.)"
19407,設営,せつえい,1386010,1341909191,n; vs,"setting up (a structure, building, camp, etc.); construction; preparation (e.g. of a venue); arrangement (of an event)"
19408,弱みを握る,よわみをにぎる,2840450,2134762369,exp; v5; v5r,to have (someone) by the short hairs; to have something on (someone)
19409,支配人,しはいにん,1646570,886905035,n,manager; executive
19410,上擦る,うわずる,1353240,2897433490,vi; v5; v5r,to sound shrill (of a voice); to sound high-pitched and excited; to sound hollow; to get excited; to become restless; to be thrown too high; to come in high
19411,プレゼン,プレゼン,1981320,115332120,n; vs,presentation
19412,苦し紛れ,くるしまぎれ,1685060,723887828,adj-na; adj-no; n,(out of) desperation; (as a) last resort; (driven by) pain
19413,次のように,つぎのように,1316410,2968634532,adv; exp,in the following manner; as follows
19414,としたって,としたって,2841894,3537625024,exp,even if ...; even supposing that ...
19415,持ち運ぶ,もちはこぶ,1315500,1697218846,vt; v5; v5b,to carry; to bring (to a place)
19416,腹いせ,はらいせ,1748370,86885372,n,retaliation; revenge
19417,助け舟,たすけぶね,1344490,4278782741,n,lifeboat; friend in need; helping hand; timely help
19418,被告,ひこく,1484410,1636997612,n,defendant; the accused
19419,鑑識,かんしき,1215190,2894499131,n; vs,judgement; judgment; discernment; discrimination; having an eye for; appraisal (e.g. of an antique); evaluation; assessment; forensics; (criminal) identification; crime lab
19420,電話口,でんわぐち,1766040,1838310781,n,telephone receiver; telephone mouthpiece; making a telephone call; receiving a telephone call
19421,けぇ,けぇ,2752490,2822462485,prt,yes?; no?; isn't it?; is it?
19422,縋りつく,すがりつく,1570560,3058792573,vi; v5; v5k,to cling to; to depend on; to embrace; to hug
19423,瓜二つ,うりふたつ,1172580,1186579027,exp; n,(as alike as) two peas in a pod
19424,有り,,,,,
19425,雪山,ゆきやま,1842240,2786333718,n,snowy mountain; permanently snow-covered mountain; pile of snow; Himalayas
19426,掻き回す,かきまわす,1399880,928158364,vt; v5; v5s,to stir; to churn; to poke (a fire); to disturb (water); to rummage around; to throw into confusion; to throw into chaos; to disturb
19427,堤防,ていぼう,1435350,3470071829,n; vs,bank; weir; embankment; levee
19428,数瞬,すうしゅん,2834985,2152071123,n,a few moments
19429,根っから,,,,,
19430,はめ込む,はめこむ,1566430,295866371,vt; v5; v5m,to inlay; to insert; to set; to plug in (to a formula); to immerse; to trick; to deceive
19431,同好会,どうこうかい,1452290,183583501,n,association of like-minded people
19432,岩肌,いわはだ,1839040,2693385745,n,bare rock; rock surface; rock face
19433,自主,じしゅ,1317860,3342939531,n; vs,independence; autonomy; self-reliance
19434,巻,まき,1211140,1721083850,n,roll (e.g. of cloth); winding (e.g. watch); volume (of book); speeding up; heel (of a Japanese sandal)
19435,蠅,はえ,1474210,2786813840,n,fly (any insect of infraorder Muscomorpha); person of no worth; pisher; scrub
19436,おじちゃん,おじちゃん,2774820,3584142814,n,middle-aged man; uncle
19437,うれ,うれ,1860760,1198040076,n,maturity; ripeness
19438,ジロジロ見る,ジロジロみる,1006020,4227701670,exp; v1,to stare at; to look hard at; to look up and down; to scrutinize; to scrutinise
19439,ありか,ありか,2016080,790175335,n,location (of something); whereabouts; hiding place
19440,住宅地,じゅうたくち,1334170,2015245426,n,housing district; residential district
19441,だだっ広い,だだっぴろい,2064490,1899512830,adj-i,excessively spacious; unduly wide; sprawling
19442,意識不明,いしきふめい,1156660,3759259252,adj-no; n,unconscious; senseless
19443,覆る,くつがえる,1501500,3545832811,vi; v5; v5r,to topple over; to be overturned; to capsize; to be overruled; to be reversed; to be discredited
19444,多彩,たさい,1407680,1568757299,adj-na; adj-no; n,variegated; varicoloured; varicolored; multi-coloured; multi-colored; diverse
19445,原形,げんけい,1261310,2239276865,n,original form; base form
19446,怠ける,なまける,1410660,3279058978,vi; v1; vt,to be idle; to slacken; to neglect (e.g. one's work)
19447,脳筋,のうきん,2648900,3014243355,n,muscle-brain; meathead; hot-blooded idiot; person who charges in before thinking
19448,祈願,きがん,1222780,1995619279,n; vs,prayer (for something); supplication
19449,くだり,くだり,2087210,3685815291,n,passage; paragraph
19450,さぞや,さぞや,2395630,3151871897,adv,surely; certainly
19451,前途,ぜんと,1393750,3207410405,n,future; prospects; outlook; journey ahead; distance yet to cover
19452,挟み撃ち,はさみうち,1236850,1115971825,n; vs,attack on both sides; pincer movement; double envelopment
19453,意見を述べる,いけんをのべる,2771620,866951820,exp; v1,to state one's opinion; to offer one's opinion; to opine
19454,ガシャン,ガシャン,2002880,3626552864,adv,crash; smash; crunch; bang; breaking sound
19455,牛耳る,ぎゅうじる,1231520,2373083279,vt; v5; v5r,to control; to take the lead in; to have under one's thumb
19456,密閉,みっぺい,1528360,325733721,n; vs,shutting tightly; making airtight; sealing hermetically
19457,線を引く,せんをひく,1889140,2083060893,exp; v5; v5k,to draw a line
19458,十五日,じゅうごにち,2275300,868180306,n,fifteenth day of the month; fifteen days
19459,齟齬,そご,1575540,751314814,n; vs,inconsistency; discord; conflict; discrepancy; contradiction; failure; frustration
19460,高官,こうかん,1283330,2854990504,adj-no; n,high official
19461,毎夜,まいよ,1783190,4228461515,adv; n,every evening; every night
19462,デジタル,デジタル,1083030,3870599826,adj-no; n,digital
19463,煙を吐く,けむりをはく,1873790,3520225401,exp; v5; v5k,to emit smoke
19464,先送り,さきおくり,1766420,1369933056,n; vs,putting off (doing); postponement; delaying
19465,最善を尽くす,さいぜんをつくす,1878300,2859004009,exp; v5; v5s,to do one's best; to do something to the best of one's ability
19466,データベース,データベース,1081350,467959575,n,database
19467,金銭的,きんせんてき,2783280,3109169137,adj-na,monetary; financial; pecuniary
19468,歯が立たない,はがたたない,1313030,2064566717,adj-i; exp,unable to compete with; not able to make a dent in (e.g. a problem); not able to get a solid hit in (e.g. in a fight); hard to chew
19469,マッチョ,マッチョ,2489040,3329193650,n,macho; muscular man
19470,氾濫,はんらん,1481420,2090521845,n; vs,overflowing; flood; inundation; deluge; oversupply; plethora
19471,すっぱり,すっぱり,1006150,1097566965,adv,"completely (quitting, etc.); entirely; thoroughly; totally; wholly; without hesitation; cleanly (cutting, snapping off, etc.); in a single blow"
19472,四国,しこく,1307200,3721936793,n,Shikoku (smallest of the four main islands of Japan)
19473,ジャングル,ジャングル,1065790,2453143060,n,jungle
19474,朝一番,あさいちばん,2135190,3389384816,n,first thing in the morning
19475,魅惑,みわく,1528170,4144617628,adj-no; n; vs,attraction; fascination; lure; captivation; charm
19476,物言う,ものいう,1847000,2554140718,vt; v5; v5u,to talk; to carry meaning
19477,厚かましい,あつかましい,1275330,4291983730,adj-i,impudent; shameless; brazen
19478,沿岸,えんがん,1176740,245824767,adj-no; n,coast; shore; littoral
19479,二度寝,にどね,2220480,1567321695,n; vs,going back to sleep (e.g. after waking up in the morning)
19480,至難の業,しなんのわざ,2123490,552391972,exp; n,Herculean task; next-to-impossible undertaking
19481,旅立ち,たびだち,1553260,2200890239,n; vs,setting off (on a trip); departure
19482,まんざら,まんざら,1611660,3404076799,adv,(not) altogether; (not) wholly
19483,数匹,すうひき,1373240,2029426788,n,several animals
19484,やったあ,やったあ,2016840,681088220,int,hooray; yay; whee; yowzer; whoopee; yes
19485,奉行,ぶぎょう,1515940,3970006355,n,magistrate; shogunate administrator
19486,意地っ張り,いじっぱり,1156730,1368118733,adj-na; n,obstinate; stubborn; obstinate person; stubborn person
19487,居残る,いのこる,1231790,3173669907,vi; v5; v5r,to stay behind; to remain; to work overtime
19488,中堅,ちゅうけん,1424090,3613407732,n; adj-no,"nucleus; backbone; mainstay; key figure; medium-level; mid-level; middle-ranking; midsize; main body (of troops); crack troops; select troops; center field; centre field; center fielder; centre fielder; athlete competing in the middle-number match in a team competition, i.e. second in 3-on-3, third in 5-on-5 (kendo, judo, etc.)"
19489,薄める,うすめる,1475500,3427377863,vt; v1,to dilute; to water down
19490,悪女,あくじょ,1151940,2049728344,n,wicked woman; ugly woman
19491,疎ましい,うとましい,1396640,1601367455,adj-i,disagreeable; unpleasant; adverse; unsympathetic
19492,認可,にんか,1467540,3028521631,n; vs,approval; license; licence; permission
19493,打開策,だかいさく,2133720,884583063,n,plan to overcome an obstacle or break out of a deadlock; breakthrough solution
19494,死に物狂い,しにものぐるい,1767560,3859669697,adj-no; exp; n,desperation; struggle to the death
19495,穴だらけ,あなだらけ,1856920,1976161818,adj-no,riddled with holes; full of holes; full of flaws; full of loopholes; faulty; flawed
19496,慎ましい,つつましい,2009010,3718864547,adj-i,modest; reserved; quiet; humble
19497,大失敗,だいしっぱい,2131420,697987027,n; vs,massive failure; debacle; fiasco
19498,何でもかんでも,なんでもかんでも,1188380,3187083568,adv,anything and everything; all sorts of things; by all means
19499,場内,じょうない,1355880,251624326,n,in-house; (on) the grounds; (in) the premises; hall; theatre; theater
19500,ドラム,ドラム,1088890,3082954671,n,drum; drums; drum kit
19501,郵便,ゆうびん,1605680,3432557147,n,mail service; postal service; mail; post; mail; postal matter; postal items
19502,お好み焼き,おこのみやき,1001890,3704269723,n,okonomiyaki; savoury pancake containing meat or seafood and vegetables
19503,出資,しゅっし,1339080,1295557817,n; vs,investment; contribution; financing
19504,恩に着る,おんにきる,1852740,2099448750,exp; v1,to feel oneself indebted to
19505,明快,めいかい,1532400,3006620848,adj-na; n,clear; clear-cut; lucid; unequivocal; explicit
19506,切り返す,きりかえす,1846930,395908004,vt; v5; v5s,to slash back; to strike back; to counterattack; to retort; to cut the wheel; to perform a twisting backward knee trip
19507,刺々しい,とげとげしい,1598720,320272295,adj-i,sharp; harsh; stinging; thorny; snappy
19508,じゃどう,じゃどう,1323490,3060476288,n,improper way (of doing); wrong way; unorthodox method; evil course; evil path; heresy
19509,やりかねない,やりかねない,2772580,229249659,adj-i; exp,capable of anything; liable to do
19510,バスケ部,バスケぶ,2840685,4248821595,n,basketball club
19511,シスコン,シスコン,1060260,1538843274,n,sister complex; excessive attachment to one's sister; audio component system; stereo component system
19512,子女,しじょ,1307970,673827044,n,sons and daughters; children; girl
19513,原点,げんてん,1262160,2037727445,n,starting point; origin; beginning; origin (of coordinate axes); datum point
19514,日,ひ,1463770,1955678045,n,day; days; sun; sunshine; sunlight; (the) day; daytime; daylight; date; deadline; (past) days; time (e.g. of one's childhood); case (esp. unfortunate); event
19515,置きっぱなし,おきっぱなし,2060520,2783016903,n,leaving something where it is; abandoning something
19516,籠める,こめる,1288790,2744510029,vt; v1; vi,"to load (a gun, etc.); to charge; to put into (e.g. emotion, effort); to include (e.g. tax in a sales price); to hang over; to shroud; to enshroud; to envelop; to screen"
19517,何の役にも立たない,なんのやくにもたたない,2274760,1459651262,adj-i; exp,of no use whatsoever; good for nothing; useless
19518,恋する,,,,,
19519,大掃除,おおそうじ,1414390,1583219768,n; vs,major cleanup; spring cleaning
19520,分の一,ぶんのいち,2269760,3802344212,exp; suf,"one Nth part (e.g. one fifth, one tenth); one out of N"
19521,現在進行形,げんざいしんこうけい,2145250,2559124224,n,present continuous tense; present progressive form
19522,弾幕,だんまく,1419510,3338689991,n,(artillery) barrage; bullet hell; curtain fire; screen-filling barrage of (usu. slow-moving) enemy bullets; barrage of scrolling comments (overlaid on an online video)
19523,ゲームセンター,ゲームセンター,1048450,1364018243,n,game arcade; video arcade; penny arcade
19524,三代,さんだい,1657960,306924554,n,three generations; three periods; third generation
19525,準備室,じゅんびしつ,1938220,542775690,n,preparation room
19526,不明瞭,ふめいりょう,1495080,140743152,adj-na; n,dimness; obscurity; indistinctness; unclear; unintelligible
19527,一か八か,いちかばちか,1160800,3973028788,adj-no; exp,sink or swim; all or nothing; hit or miss; make or break
19528,裁判官,さいばんかん,1296130,1794852515,n,judge
19529,教材,きょうざい,1237110,2899858894,n,teaching materials
19530,波長,はちょう,1471060,3774384595,n,wavelength
19531,島田,しまだ,2591790,4027523882,n,"pompadour-like hair style, popular for unmarried women in the Edo period; shimada coiffure"
19532,呼び掛ける,よびかける,1266280,315460004,vt; v1,to call out to; to hail; to address; to appeal
19533,ませる,ませる,2523610,2938628036,vi; v1,to be precocious; to be mature for one's age; to seem grown-up; to seem mature
19534,戦地,せんち,1633580,1620619378,n,front (in battle)
19535,秘所,ひしょ,2222880,3979925788,n,secret or hidden place; female genitalia; the underworld; the other world
19536,苛つく,いらつく,1975480,4146289792,vi; v5; v5k,to get irritated
19537,両名,りょうめい,1554020,2716601088,n,both persons
19538,息巻く,いきまく,1850830,458201411,vi; v5; v5k,to rage; to storm (at); to be furious; to enthuse; to speak enthusiastically; to speak with vigour; to get worked up
19539,私生活,しせいかつ,1311260,2185878109,n,one's private life
19540,少い,すくない,1348910,3329183013,adj-i,few; a little; scarce; insufficient; seldom
